num	请观看视频并简单描述这段视频里的所有声音	你听见了什么声音	你会怎么描述这些声音	这些声音是什么物体/人发出的	这是在什么场景发出的声音	duration	filename	samplerate
749	医生在病房抢救病人，有人的对话声、工具撞击声、塑料摩擦声	人的对话声、工具撞击声、塑料摩擦声	对话声、工具撞击声、塑料摩擦声	对话声由人发出、工具撞击声由医疗器具发出、塑料摩擦声由塑料发出	医生在病房抢救病人	10.005963718820862	hospital_3707/749.wav	44100
749	医生之间的对话	人声 嘈杂背景	医生在商讨病人病情	人 衣服摩擦	医院	10.005963718820862	hospital_3707/749.wav	44100
750	医生的说话声碰撞输液架子声	人声、输液架	医生的说话声、输液架被碰撞发出的震动声	医生、输液架	医生对于失去意识的患者进行急救	10.005963718820862	hospital_3707/750.wav	44100
750	医生在病房抢救病人，有人的对话声、医疗器械撞击声	人的对话声、医疗器械撞击声	对话声、医疗器械撞击声	对话声由人发出、医疗器械撞击声由人碰撞器械发出	医生在病房抢救病人	10.005963718820862	hospital_3707/750.wav	44100
750	医生跟病人之间的对话	人声 嘈杂背景	医生跟病人在病房的对话	人 	病房	10.005963718820862	hospital_3707/750.wav	44100
751	几个医生在抢救病人。由监测仪器的声音	监测仪器的声音。	仪器声音	监测仪器发出的声音	医院几个医生抢救病人	10.005963718820862	hospital_3707/751.wav	44100
751	医生在病房中抢救病人，有拍照的咔嚓声和仪器滴滴声	拍照的咔嚓声和仪器滴滴声	拍照的咔嚓声和仪器滴滴声	拍照的咔嚓声由手机发出、仪器滴滴声由仪器发出	医生在病房中抢救病人	10.005963718820862	hospital_3707/751.wav	44100
751	病人家属之间的对话嘈杂背景	人声 嘈杂背景	病人家属之间的争论	人 物体碰撞	病房	10.005963718820862	hospital_3707/751.wav	44100
752	医生护士在巡房。有咳嗽声和护士拿东西的声音	咳嗽声和护士拿东西的声音	咳嗽声和拿东西的声音	咳嗽声是由护士发出和拿东西的声音是两名护士发出	医院病房	10.005963718820862	hospital_3707/752.wav	44100
752	医生在病房拿取医疗卫生用品，有凳子擦地声、柜门关闭声、工具撞击声、塑料褶皱声	凳子擦地声、柜门关闭声、工具撞击声、塑料褶皱声	凳子擦地声、柜门关闭声、工具撞击声、塑料褶皱声	凳子擦地声由凳子发出、柜门关闭声由医疗推车发出、工具撞击声由医疗卫生用品发出、塑料褶皱声由塑料发出	医生在病房拿取医疗卫生用品	10.005963718820862	hospital_3707/752.wav	44100
752	医生的大叫争吵和对话	人声 嘈杂背景	医生跟病人之间的嘶吼	人 衣服摩擦	医院	10.005963718820862	hospital_3707/752.wav	44100
753	医生检查新生儿。由婴儿啼哭声，医生说话声，喘气声	婴儿啼哭声，医生说话声，喘气声。	啼哭声，人声，喘气声。	啼哭声是由婴儿发出，人声是给婴儿检查的医生发出，喘气声是由另外的医生发出。	医院	10.005963718820862	hospital_3707/753.wav	44100
753	医生对婴儿进行初步检查评估，有人的对话声、婴儿啼哭声	人的对话声、婴儿啼哭声	对话声、婴儿啼哭声	对话声和婴儿啼哭声由人发出	医生对婴儿进行初步检查评估	10.005963718820862	hospital_3707/753.wav	44100
753	医生之间的对话	人声 嘈杂背景 物体碰撞	医生在医院的对话	人	医院	10.005963718820862	hospital_3707/753.wav	44100
754	在病房开说明会。医生发言人的声音，相机快门声，病人声音	医生发言人的声音，相机快门声，病人声音	人声和相机快门声	人声是由医生发言人和病人发出，快门声是由摄影师按相机发出	医院病房	10.005963718820862	hospital_3707/754.wav	44100
754	医生对病人情况进行评价分析，有人的对话声、拍照的咔嚓声	人的对话声、拍照的咔嚓声	对话声、拍照的咔嚓声	对话声由人发出、拍照的咔嚓声由相机发出	医生对病人情况进行评价分析	10.005963718820862	hospital_3707/754.wav	44100
754	病人家属的对话	人声 嘈杂背景 打电话	病人家属在医院的对话	人 电话	医院	10.005963718820862	hospital_3707/754.wav	44100
755	两个医生给病人做检查。由两个医生对话声音，病人的疑问声和喘气声	两个医生对话声音，病人的疑问声和喘气声	人声和喘气声	人声音是由两个医生和病人发出，喘气声是由病人发出。	医院病房	10.005963718820862	hospital_3707/755.wav	44100
755	医生和病人在病房对话，有深呼吸的声音、人的对话声	深呼吸的声音、人的对话声	深呼吸的声音、对话声	深呼吸的声音和对话声都由人发出	医生和病人在病房对话	10.005963718820862	hospital_3707/755.wav	44100
755	医生和病人的对话	人声 嘈杂背景	医生跟病人在医院 的对话	人	医院	10.005963718820862	hospital_3707/755.wav	44100
756	一个医生接受采访。周围人的说话声和医生的声音	周围人的说话声和医生的声音	人声	人声是后医生和周围人发出的	医院病房	10.005963718820862	hospital_3707/756.wav	44100
756	医生在病房进行一个采访，有人的说话声以及周围说话杂声	人的说话声以及周围说话杂声	说话声以及周围说话杂声	说话声以及周围说话杂声是由人发出的	医生在病房进行一个采访	10.005963718820862	hospital_3707/756.wav	44100
756	医生在手术室的对话	人声	医生在手术的声音 	人 走路	手术室	10.005963718820862	hospital_3707/756.wav	44100
757	急救中心抢救病人。有医生，护士的声音，后期操作声音	医生，护士的声音，后期操作声音	人声和后期操作声音	人声是由医生、护士发出，后期操作声是由电脑发出	急救中心	10.005963718820862	hospital_3707/757.wav	44100
757	凌晨时急诊室抢救的情况和状态，有后期操作声、人的说话声、仪器声	后期操作声、人的说话声、仪器声	后期操作声、说话声、仪器声	后期操作声是由电脑发出的、说话声是由人发出的、仪器声是由医疗器械发出的	凌晨时急诊室抢救的情况和状态	10.005963718820862	hospital_3707/757.wav	44100
757	医生之间的对话	人声 嘈杂背景	医生在手术室外部的对话	人	医院走廊	10.005963718820862	hospital_3707/757.wav	44100
758	医生给病人做检查。由病人对话声音，医生说话声声音，后期操作	病人对话声音，医生说话声，后期操作声音。	对话声音，人声，后期操作声音。	对话声音是病人发出，人声是医生发出，后期操作声音是电脑发出。	医院	10.005963718820862	hospital_3707/758.wav	44100
758	医院里医生们间的谈话，有人的对话声和叹息声	人的对话声和叹息声	对话声和叹息声	对话声和叹息声是由人发出的	医院里医生们间的谈话	10.005963718820862	hospital_3707/758.wav	44100
758	医生之间的对话	人声	医生在手术的对话	人 物体碰撞	手术室	10.005963718820862	hospital_3707/758.wav	44100
759	一个医生接受采访。周围人的说话声和医生的声音	周围人的说话声和医生的声音	周围人的说话声和医生的声音	周围人的说话声是其他医护人员发出医生的声音是接受采访的医生发出	医院	10.005963718820862	hospital_3707/759.wav	44100
759	医生在医院里接受采访，有人的说话声以及周围说话杂音	人的说话声以及周围说话杂音	说话声以及周围说话杂声	说话声以及周围说话杂声是由人发出的	医生在医院里接受采访	10.005963718820862	hospital_3707/759.wav	44100
759	医生跟病人家属的对话	人声 嘈杂背景	医生在病房跟病人家属的对话	人	病房	10.005963718820862	hospital_3707/759.wav	44100
760	有人在手术室做手术。由人的对话声，后期操作声音	人的对话声，后期操作声音。	对话声，后期操作声音。	对话声是由医生发出，后期操作声是由电脑发出	医院手术室做手术	10.005963718820862	hospital_3707/760.wav	44100
760	医生们在手术室做手术，有人的对话声、仪器声、手术刀碰撞声	人的对话声、仪器声、手术刀碰撞声	对话声、仪器声、手术刀碰撞声	对话声是由人发出的、仪器声是由血压仪发出的、手术刀碰撞声是由手术刀发出的	医生们在手术室做手术	10.005963718820862	hospital_3707/760.wav	44100
760	医生跟病人之间的对话	人声 嘈杂背景	医生在病房跟病人的对话	人 衣服摩擦	病房	10.005963718820862	hospital_3707/760.wav	44100
761	医生给病人家属介绍病人情况。医生和病人家属的对话声，滴滴声，周围人说话声	医生和病人家属的对话声，滴滴声，周围人说话声。	对话声，滴滴声，周围人说话声。	对话声是医生和病人家属发出，滴滴声是仪器发出，周围人说话声是其他人发出。	医院	10.005963718820862	hospital_3707/761.wav	44100
761	医生和患者家属谈论患者情况，有人的对话声、滴滴声、周围人群说话杂声	人的对话声、滴滴声、周围人群说话杂声	对话声、滴滴声、周围人群说话杂声	对话声和周围人群说话杂声是由人发出的、滴滴声是由仪器发出的	医生和患者家属谈论患者情况	10.005963718820862	hospital_3707/761.wav	44100
761	医生跟病人的对话	人声 嘈杂背景	医生在病房跟病人的对话	人 衣服摩擦	病房	10.005963718820862	hospital_3707/761.wav	44100
762	医生在电话沟通血浆问题。医生打电话声音	医生打电话声音。	人声	人声是医生发出	医院	10.005963718820862	hospital_3707/762.wav	44100
762	医生和血站打电话反映情况，有人的说话声，伴有物品碰撞以及谈话杂音	有人的说话声，伴有物品碰撞以及谈话杂音	说话声，伴有物品碰撞以及谈话杂音	说话声和谈话杂音由人发出、物品碰撞声由物品发出	医生和血站打电话反映情况	10.005963718820862	hospital_3707/762.wav	44100
762	病人家属的声音	人声 嘈杂背景	病人家属在医院大厅的自述	人 物体碰撞	医院大厅	10.005963718820862	hospital_3707/762.wav	44100
763	医生在做手术前准备工作。人的对话声	人的对话声。	对话声。	对话声是医生发出	医院	10.005963718820862	hospital_3707/763.wav	44100
763	在病房里，医生和患者检查治疗时聊天，有人的对话声以及仪器声	人的对话声以及仪器声	对话声以及仪器声	对话声是由人发出的、仪器声是由医疗器械发出的	在病房里，医生和患者检查治疗时聊天	10.005963718820862	hospital_3707/763.wav	44100
763	医生跟病人的对话	人声 嘈杂背景	医生在病房跟病人的对话	人	病房	10.005963718820862	hospital_3707/763.wav	44100
764	两个医生在聊天。两个医生聊天声后期操作声音	两个医生聊天声后期操作声音	对话声后期操作声音	对话声是医生发出，后期操作声是电脑发出	医院	10.005963718820862	hospital_3707/764.wav	44100
764	两名医生在科室里聊天，有人的对话声、后期操作声	人的对话声、后期操作声	对话声、后期操作声	对话声是由人发出的、后期操作声是由电脑发出的	两名医生在科室里聊天	10.005963718820862	hospital_3707/764.wav	44100
764	医生之间的对话	人声 嘈杂背景 哭声	医生在配药时的对话	人 小孩哭声	医院药房	10.005963718820862	hospital_3707/764.wav	44100
765	医生查房与病人交谈。由人的对话声，后期操作声音	人的对话声，后期操作声音。	对话声，后期操作声音。	对话声是医生和病人发出，后期操作声是电脑发出	医院	10.005963718820862	hospital_3707/765.wav	44100
765	医生和患者在病房里说话，有人的对话声和后期操作声	人的对话声、后期操作声	对话声、后期操作声	对话声是由人发出的、后期操作声是由电脑发出的	医生和患者在病房里说话	10.005963718820862	hospital_3707/765.wav	44100
